"q_name";"january";"february";"march";"april";"may";"june";"july";"august";"september";"october";"november";"december"
"q00";0.0603423587470219;0.0603423587470219;0.0603423587470219;0.0603423587470219;0.0603423587470219;0.0603423587470219;0.0603423587470219;0.0603423587470219;0.0603423587470219;0.0603423587470219;0.0603423587470219;0.0603423587470219
