[58]
java.lang.Integer:0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0;0.000123513294687702
1;0.00880745624799613
2;0
3;0.00124060229452962
4;0.0202616634536273
5;0.00186274877353668
6;0.148866818509976
7;0.00157991462868804
8;0.00304694632694057
9;0.00743625664095185
10;0.0991091571335942
11;0.101511975767218
12;0.231422093922254
13;0.292434644797141
14;0.0250129981560476
15;0.000225512614350239
16;4.73247184317109e-06
17;1.43222925571114e-06
18;8.79545108281675e-06
19;3.41365026157077e-05
20;0.000321254363832252
21;0.000747720795985734
22;1.57481400508938e-06
23;3.42302434620676e-08
24;1.89419914234771e-07
25;2.94586522114617e-06
26;4.14559056923797e-06
27;0.000483780449829587
28;2.26680030057088e-08
29;9.53041340683908e-07
30;1.5077003333153e-06
31;3.59309120217531e-07
32;3.43982436432075e-06
33;1.26449480765792e-08
34;9.73314228862568e-06
35;0
36;0.0041838211458808
37;0.000121076715147059
38;0.00224248258821063
39;0.274609897635785
40;0.077878509905968
41;0.000288183701441379
42;0.00167273683454475
43;0.0238831208115289
44;0.220664045894413
45;0.613126213459501
46;0.256401509641716
47;0.0393834528808321
48;0.195629105624477
49;0.000739958681300009
50;0.00680404709594798
51;0.125260319016229
52;0.000136638441610556
53;0.523375964094452
54;0.436953559008157
55;0.016009869134935
56;0.0133228307906777
57;0.0268479630624583
