[30]
SetOfVessels:bob_north-12-15,bob_north-15-18,bob_north-18-24,bob_north-24-40,bob_north-40-80,bob_south-12-15,bob_south-15-18,bob_south-18-24,bob_south-24-40,Caseyeurs Métiers de l hameçon exclusifs-10-12,Chalutiers Arts dormants-10-12,Chalutiers de fond exclusifs-10-12,Chalutiers Dragueurs-10-12,Chalutiers mixtes exclusifs-10-12,Chalutiers Tamiseurs-10-12,Fileyeurs Caseyeurs exclusifs-0-10,Fileyeurs exclusifs-0-10,Fileyeurs exclusifs-10-12,Fileyeurs Métiers de l hameçon exclusifs-10-12,Flottille espèces autres-0-10,Flottille espèces autres-10-12,Flottilles agrégées-0-10,Flottilles agrégées-10-12,other-12-15,other-15-18,other-18-24,other-24-40,other-80-Inf,Palangriers exclusifs-0-10,Palangriers exclusifs-10-12
0;59
1;73
2;80
3;8
4;2
5;24
6;38
7;53
8;27
23;6
24;3
25;5
26;7
27;1
9;9
10;14
11;41
12;35
13;10
14;36
15;64
16;80
17;57
18;17
19;3
20;5
21;527
22;61
28;23
29;18
