[28]
SetOfVessels:bob_north-12-15,bob_north-15-18,bob_north-18-24,bob_north-24-40,bob_south-12-15,bob_south-15-18,bob_south-18-24,bob_south-24-40,Caseyeurs Métiers de l hameçon exclusifs-10-12,Chalutiers Arts dormants-10-12,Chalutiers de fond exclusifs-10-12,Chalutiers Dragueurs-10-12,Chalutiers mixtes exclusifs-10-12,Chalutiers Tamiseurs-10-12,Fileyeurs Caseyeurs exclusifs-0-10,Fileyeurs exclusifs-0-10,Fileyeurs exclusifs-10-12,Fileyeurs Métiers de l hameçon exclusifs-10-12,Flottille espèces autres-10-12,Flottilles agrégées-0-10,Flottilles agrégées-10-12,other-12-15,other-15-18,other-18-24,other-24-40,other-80-Inf,Palangriers exclusifs-0-10,Palangriers exclusifs-10-12
0;57
1;65
2;70
3;10
4;24
5;33
6;49
7;32
21;4
22;5
23;5
24;12
25;1
8;10
9;14
10;41
11;52
12;5
13;25
14;55
15;86
16;56
17;20
18;3
19;576
20;56
26;24
27;19
