0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3.18846915088803E-8;3.18846915088803E-8;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3.23945063622126E-5;3.23945063622126E-5;0.0;0.0;0.0;0.0;8.11356384207909E-7;8.11356384207909E-7;
9.31317087307513E-4;9.31317087307513E-4;4.55016739913101E-6;4.55016739913101E-6;2.33283327746362E-6;2.33283327746362E-6;2.40369544540296E-7;2.40369544540296E-7;
4.95550143584557E-5;4.95550143584557E-5;1.36620705394768E-5;1.36620705394768E-5;1.42470572448755E-5;1.42470572448755E-5;4.77148621733561E-6;4.77148621733561E-6;
1.09987301775807E-5;1.09987301775807E-5;2.31443394701062E-5;2.31443394701062E-5;2.44100816449602E-5;2.44100816449602E-5;9.03395965647114E-6;9.03395965647114E-6;
1.61758526495058E-5;1.61758526495058E-5;2.95969706201094E-5;2.95969706201094E-5;3.71931190047177E-5;3.71931190047177E-5;1.77308605546832E-5;1.77308605546832E-5;
5.43502015320795E-6;5.43502015320795E-6;2.24487285655068E-5;2.24487285655068E-5;2.89356876071471E-5;2.89356876071471E-5;1.80136396768007E-5;1.80136396768007E-5;
4.64683086554677E-6;4.64683086554677E-6;1.58387051479566E-5;1.58387051479566E-5;2.73546310997068E-5;2.73546310997068E-5;2.67769455840013E-5;2.67769455840013E-5;
5.65550601536275E-6;5.65550601536275E-6;1.37687247132791E-5;1.37687247132791E-5;2.15433223679305E-5;2.15433223679305E-5;2.94258724458217E-5;2.94258724458217E-5;
4.96528651967682E-6;4.96528651967682E-6;1.42344896795448E-5;1.42344896795448E-5;2.13362701240694E-5;2.13362701240694E-5;2.63798772436162E-5;2.63798772436162E-5;
8.66724955534049E-6;8.66724955534049E-6;9.61392146546276E-6;9.61392146546276E-6;1.1667984790533E-5;1.1667984790533E-5;1.66221901195554E-5;1.66221901195554E-5;
4.86129294805153E-6;4.86129294805153E-6;8.90724091464622E-6;8.90724091464622E-6;1.03413976461096E-5;1.03413976461096E-5;1.11929656188697E-5;1.11929656188697E-5;
3.97896646337541E-6;3.97896646337541E-6;5.30597967867694E-6;5.30597967867694E-6;6.03980124621398E-6;6.03980124621398E-6;7.55762696050965E-6;7.55762696050965E-6;
3.56626886285801E-6;3.56626886285801E-6;3.92969137750258E-6;3.92969137750258E-6;4.5637305300016E-6;4.5637305300016E-6;4.89307871470057E-6;4.89307871470057E-6;
3.85661770750293E-6;3.85661770750293E-6;3.21537516718379E-6;3.21537516718379E-6;3.26831780801961E-6;3.26831780801961E-6;3.50074017008579E-6;3.50074017008579E-6;
1.70122335755978E-6;1.70122335755978E-6;2.45599723053603E-6;2.45599723053603E-6;2.76280209221792E-6;2.76280209221792E-6;2.38620150628067E-6;2.38620150628067E-6;
1.56262842177495E-6;1.56262842177495E-6;1.98542306243037E-6;1.98542306243037E-6;2.84633312631908E-6;2.84633312631908E-6;2.15925963248582E-6;2.15925963248582E-6;
1.62382639277463E-6;1.62382639277463E-6;1.60288632994993E-6;1.60288632994993E-6;2.24544709381552E-6;2.24544709381552E-6;1.21826370563599E-6;1.21826370563599E-6;
1.68083604362574E-6;1.68083604362574E-6;1.47681170936384E-6;1.47681170936384E-6;2.31017543686603E-6;2.31017543686603E-6;1.05859271898768E-6;1.05859271898768E-6;
