1.55782295919582E-5;1.55782295919582E-5;1.64669884717797E-6;1.64669884717797E-6;2.01735601579392E-6;2.01735601579392E-6;1.06409234222854E-6;1.06409234222854E-6;
1.30466718137872E-5;1.30466718137872E-5;4.47680628913875E-6;4.47680628913875E-6;2.88521813581566E-6;2.88521813581566E-6;8.61413454733327E-7;8.61413454733327E-7;
3.23945063622126E-5;3.23945063622126E-5;6.44131407915379E-6;6.44131407915379E-6;5.64796563057958E-6;5.64796563057958E-6;2.09383562586113E-6;2.09383562586113E-6;
3.03090666408513E-6;3.03090666408513E-6;7.1136219048505E-6;7.1136219048505E-6;6.26066234437771E-6;6.26066234437771E-6;1.99360178215248E-6;1.99360178215248E-6;
3.23945063622126E-5;3.23945063622126E-5;5.68988676772377E-6;5.68988676772377E-6;6.55983914501277E-6;6.55983914501277E-6;2.84061959149694E-6;2.84061959149694E-6;
3.23945063622126E-5;3.23945063622126E-5;1.66966573414544E-5;1.66966573414544E-5;2.98022450143279E-5;2.98022450143279E-5;4.40404583362494E-6;4.40404583362494E-6;
3.23945063622126E-5;3.23945063622126E-5;1.28854352536265E-5;1.28854352536265E-5;2.45835106283426E-5;2.45835106283426E-5;2.92911472728058E-6;2.92911472728058E-6;
3.23945063622126E-5;3.23945063622126E-5;7.20823895413871E-5;7.20823895413871E-5;5.36543102634057E-4;5.36543102634057E-4;2.37527466495165E-5;2.37527466495165E-5;
5.45391226149533E-6;5.45391226149533E-6;1.32300771407626E-6;1.32300771407626E-6;2.61629815026469E-6;2.61629815026469E-6;2.37154364258359E-6;2.37154364258359E-6;
3.23945063622126E-5;3.23945063622126E-5;2.34011228971957E-6;2.34011228971957E-6;5.3354103414247E-6;5.3354103414247E-6;0.0;0.0;
0.0;0.0;0.0;0.0;0.00530424024193342;0.00530424024193342;1.15638674038637E-5;1.15638674038637E-5;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3.23945063622126E-5;3.23945063622126E-5;0.0;0.0;0.0;0.0;3.00573333643139E-6;3.00573333643139E-6;
1.53697575442122E-4;1.53697575442122E-4;0.0;0.0;5.84927640007637E-7;5.84927640007637E-7;1.13881753832024E-6;1.13881753832024E-6;
1.87597783044398E-4;1.87597783044398E-4;2.14204964447498E-6;2.14204964447498E-6;3.85174863110581E-6;3.85174863110581E-6;2.27586582199014E-6;2.27586582199014E-6;
6.09278631516737E-5;6.09278631516737E-5;8.48348551806047E-6;8.48348551806047E-6;2.07458976209801E-5;2.07458976209801E-5;5.95125023275123E-6;5.95125023275123E-6;
2.60411820628756E-5;2.60411820628756E-5;2.38285261835481E-5;2.38285261835481E-5;3.75018116458704E-5;3.75018116458704E-5;1.50651251071956E-5;1.50651251071956E-5;
9.22733205876687E-6;9.22733205876687E-6;1.85212690663184E-5;1.85212690663184E-5;2.723566891403E-5;2.723566891403E-5;1.1869049916607E-5;1.1869049916607E-5;
4.74498125224341E-6;4.74498125224341E-6;1.57288612765162E-5;1.57288612765162E-5;1.60717691100172E-5;1.60717691100172E-5;6.16346724220225E-6;6.16346724220225E-6;
2.65553340840955E-6;2.65553340840955E-6;1.02144718384041E-5;1.02144718384041E-5;8.58354265424235E-6;8.58354265424235E-6;1.64772546981725E-6;1.64772546981725E-6;
3.03436439303652E-6;3.03436439303652E-6;8.32461306924601E-6;8.32461306924601E-6;5.23112002379585E-6;5.23112002379585E-6;7.67621941932616E-7;7.67621941932616E-7;
2.09896097248297E-6;2.09896097248297E-6;8.53629909300745E-6;8.53629909300745E-6;4.41065019706335E-6;4.41065019706335E-6;5.88183580026362E-7;5.88183580026362E-7;
1.99476013271777E-6;1.99476013271777E-6;7.78814609845942E-6;7.78814609845942E-6;3.92830744774213E-6;3.92830744774213E-6;5.15294858454565E-7;5.15294858454565E-7;
5.44727997411463E-7;5.44727997411463E-7;6.15522993560403E-6;6.15522993560403E-6;3.31895014057977E-6;3.31895014057977E-6;3.51715299949725E-7;3.51715299949725E-7;
9.65025858349912E-7;9.65025858349912E-7;4.03723624882389E-6;4.03723624882389E-6;2.91856870262172E-6;2.91856870262172E-6;2.86447755458256E-7;2.86447755458256E-7;
1.04798201173862E-6;1.04798201173862E-6;4.20397252048312E-6;4.20397252048312E-6;3.77291425326462E-6;3.77291425326462E-6;7.6583677525899E-7;7.6583677525899E-7;
5.73176352032734E-7;5.73176352032734E-7;4.4963390389232E-6;4.4963390389232E-6;3.3991823213466E-6;3.3991823213466E-6;8.62193978445789E-7;8.62193978445789E-7;
1.44067933333024E-6;1.44067933333024E-6;2.85642953785505E-6;2.85642953785505E-6;4.8700488992478E-6;4.8700488992478E-6;5.41748870528773E-7;5.41748870528773E-7;
2.86286000728438E-7;2.86286000728438E-7;5.37934543513673E-6;5.37934543513673E-6;8.48096765824588E-6;8.48096765824588E-6;1.80521087133569E-6;1.80521087133569E-6;
3.23945063622126E-5;3.23945063622126E-5;1.60448813937538E-5;1.60448813937538E-5;3.14083577554604E-5;3.14083577554604E-5;1.41698636278211E-5;1.41698636278211E-5;
4.77348332316162E-7;4.77348332316162E-7;5.8658875924446E-6;5.8658875924446E-6;8.67179644125098E-6;8.67179644125098E-6;5.42852306078785E-6;5.42852306078785E-6;
1.90900759021613E-7;1.90900759021613E-7;3.30815868513166E-6;3.30815868513166E-6;4.02267655023739E-6;4.02267655023739E-6;2.94387819757337E-6;2.94387819757337E-6;
0.0;0.0;1.32684227750366E-5;1.32684227750366E-5;6.10796048643364E-4;6.10796048643364E-4;5.77689689876829E-6;5.77689689876829E-6;
3.23945063622126E-5;3.23945063622126E-5;6.1347839828047E-4;6.1347839828047E-4;6.10796048643364E-4;6.10796048643364E-4;0.0;0.0;
