"q_name";"january";"february";"march";"april";"may";"june";"july";"august";"september";"october";"november";"december"
"q00";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q01";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q02";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q03";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q04";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q05";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q06";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q07";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q08";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q09";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q10";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q11";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q12";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q13";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q14";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q15";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q16";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
"q17";0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096;0.00030612552725096
