"q_name";"january";"february";"march";"april";"may";"june";"july";"august";"september";"october";"november";"december"
"q00";0;0;0;0;0;0;0;0;0;0;0;0
"q01";0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417
"q02";0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417
"q03";0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417
"q04";0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417;0.20885266633417
"q05";0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168
"q06";0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168
"q07";0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168
"q08";0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168;0.00663662155193168
"q09";0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329
"q10";0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329
"q11";0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329;0.119560529073329
"q12";0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687
"q13";0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687
"q14";0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687;0.0167704712091687
"q15";0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464
"q16";0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464
"q17";0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464;0.000424355305715464
"q18";4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05
"q19";4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05;4.66989819747677e-05
"q20";2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05
"q21";2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05;2.31701539356543e-05
"q22";1.01135126904101e-06;1.01135126904101e-06;1.01135126904101e-06;1.01135126904101e-06;1.01135126904101e-06;1.01135126904101e-06;1.01135126904101e-06;1.01135126904101e-06;1.01135126904101e-06;1.01135126904101e-06;1.01135126904101e-06;1.01135126904101e-06
"q23";3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06
"q24";3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06;3.65836501761416e-06
"q25";4.46827617733057e-06;4.46827617733057e-06;4.46827617733057e-06;4.46827617733057e-06;4.46827617733057e-06;4.46827617733057e-06;4.46827617733057e-06;4.46827617733057e-06;4.46827617733057e-06;4.46827617733057e-06;4.46827617733057e-06;4.46827617733057e-06
"q26";2.85112880432077e-06;2.85112880432077e-06;2.85112880432077e-06;2.85112880432077e-06;2.85112880432077e-06;2.85112880432077e-06;2.85112880432077e-06;2.85112880432077e-06;2.85112880432077e-06;2.85112880432077e-06;2.85112880432077e-06;2.85112880432077e-06
"q27";2.06794796104325e-06;2.06794796104325e-06;2.06794796104325e-06;2.06794796104325e-06;2.06794796104325e-06;2.06794796104325e-06;2.06794796104325e-06;2.06794796104325e-06;2.06794796104325e-06;2.06794796104325e-06;2.06794796104325e-06;2.06794796104325e-06
"q28";1.25350862130876e-06;1.25350862130876e-06;1.25350862130876e-06;1.25350862130876e-06;1.25350862130876e-06;1.25350862130876e-06;1.25350862130876e-06;1.25350862130876e-06;1.25350862130876e-06;1.25350862130876e-06;1.25350862130876e-06;1.25350862130876e-06
"q29";1.02103610179408e-07;1.02103610179408e-07;1.02103610179408e-07;1.02103610179408e-07;1.02103610179408e-07;1.02103610179408e-07;1.02103610179408e-07;1.02103610179408e-07;1.02103610179408e-07;1.02103610179408e-07;1.02103610179408e-07;1.02103610179408e-07
"q30";7.53207905463334e-06;7.53207905463334e-06;7.53207905463334e-06;7.53207905463334e-06;7.53207905463334e-06;7.53207905463334e-06;7.53207905463334e-06;7.53207905463334e-06;7.53207905463334e-06;7.53207905463334e-06;7.53207905463334e-06;7.53207905463334e-06
"q31";5.16093724892094e-07;5.16093724892094e-07;5.16093724892094e-07;5.16093724892094e-07;5.16093724892094e-07;5.16093724892094e-07;5.16093724892094e-07;5.16093724892094e-07;5.16093724892094e-07;5.16093724892094e-07;5.16093724892094e-07;5.16093724892094e-07
"q32";0.000275132406324718;0.000275132406324718;0.000275132406324718;0.000275132406324718;0.000275132406324718;0.000275132406324718;0.000275132406324718;0.000275132406324718;0.000275132406324718;0.000275132406324718;0.000275132406324718;0.000275132406324718
"q33";0;0;0;0;0;0;0;0;0;0;0;0
"q34";0;0;0;0;0;0;0;0;0;0;0;0
"q35";0;0;0;0;0;0;0;0;0;0;0;0
