"q_name";"january";"february";"march";"april";"may";"june";"july";"august";"september";"october";"november";"december"
"q00";0.0400993457045886;0.0400993457045886;0.0400993457045886;0.0400993457045886;0.0400993457045886;0.0400993457045886;0.0400993457045886;0.0400993457045886;0.0400993457045886;0.0400993457045886;0.0400993457045886;0.0400993457045886
"q01";0.0298743548945015;0.0298743548945015;0.0298743548945015;0.0298743548945015;0.0298743548945015;0.0298743548945015;0.0298743548945015;0.0298743548945015;0.0298743548945015;0.0298743548945015;0.0298743548945015;0.0298743548945015
"q02";0.00460633058519493;0.00460633058519493;0.00460633058519493;0.00460633058519493;0.00460633058519493;0.00460633058519493;0.00460633058519493;0.00460633058519493;0.00460633058519493;0.00460633058519493;0.00460633058519493;0.00460633058519493
"q03";0.00271509934675964;0.00271509934675964;0.00271509934675964;0.00271509934675964;0.00271509934675964;0.00271509934675964;0.00271509934675964;0.00271509934675964;0.00271509934675964;0.00271509934675964;0.00271509934675964;0.00271509934675964
"q04";0.00204508217598814;0.00204508217598814;0.00204508217598814;0.00204508217598814;0.00204508217598814;0.00204508217598814;0.00204508217598814;0.00204508217598814;0.00204508217598814;0.00204508217598814;0.00204508217598814;0.00204508217598814
"q05";0.00160618879480094;0.00160618879480094;0.00160618879480094;0.00160618879480094;0.00160618879480094;0.00160618879480094;0.00160618879480094;0.00160618879480094;0.00160618879480094;0.00160618879480094;0.00160618879480094;0.00160618879480094
"q06";0.00146911216746308;0.00146911216746308;0.00146911216746308;0.00146911216746308;0.00146911216746308;0.00146911216746308;0.00146911216746308;0.00146911216746308;0.00146911216746308;0.00146911216746308;0.00146911216746308;0.00146911216746308
"q07";0.0200028850604681;0.0200028850604681;0.0200028850604681;0.0200028850604681;0.0200028850604681;0.0200028850604681;0.0200028850604681;0.0200028850604681;0.0200028850604681;0.0200028850604681;0.0200028850604681;0.0200028850604681
